Action,Date,Price,Capital
Buy,2021-04-23,4180.17,10524.048774262896
Buy,2021-04-26,4187.62,10525.582199681685
Buy,2021-04-27,4186.72,10525.395630621402
Buy,2021-04-28,4183.18,10524.67053909649
Buy,2021-04-29,4211.47,10530.39876208079
Buy,2021-04-30,4181.17,10524.247114067872
Buy,2021-05-03,4192.66,10526.566716107267
Buy,2021-05-04,4164.66,10520.878047405791
Buy,2021-05-05,4167.59,10521.469691572605
Buy,2021-05-06,4201.62,10528.398071345664
Buy,2021-05-07,4232.6,10534.713693862215
Buy,2021-05-10,4188.43,10525.69181136452
Buy,2021-05-11,4152.1,10518.289210786645
Buy,2021-05-12,4063.04,10500.217514864371
Buy,2021-05-13,4112.5,10510.331276708102
Buy,2021-05-14,4173.85,10522.84831857441
Buy,2021-05-17,4163.29,10520.704167564958
Buy,2021-05-18,4127.83,10513.574551305997
Buy,2021-05-19,4115.68,10511.142338630727
Buy,2021-05-20,4159.12,10519.754740051074
Buy,2021-05-21,4155.86,10519.10883546017
Buy,2021-05-24,4197.05,10527.175394420148
Buy,2021-05-25,4188.13,10525.428631610295
Buy,2021-05-26,4195.99,10526.951904889385
Buy,2021-05-27,4200.88,10527.906541251636
Buy,2021-05-28,4204.11,10528.542080684889
Buy,2021-06-01,4202.04,10528.131467278183
Buy,2021-06-02,4208.12,10529.323531394679
Buy,2021-06-03,4192.85,10526.30713057803
Buy,2021-06-04,4229.89,10533.560069275018
Buy,2021-06-07,4226.52,10532.899699167805
Buy,2021-06-08,4227.26,10533.043066148559
Buy,2021-06-09,4219.55,10531.536323459162
Buy,2021-06-10,4239.18,10535.332785196702
Buy,2021-06-11,4247.44,10536.937579279887
Buy,2021-06-14,4255.15,10538.445950215482
Buy,2021-06-15,4246.59,10536.759588124474
Buy,2021-06-16,4223.7,10532.295126382947
Buy,2021-06-17,4221.86,10531.938756871514
Buy,2021-06-18,4166.45,10521.33168264203
Buy,2021-06-21,4224.79,10532.4997270115
Buy,2021-06-22,4246.44,10536.628169510981
Buy,2021-06-23,4241.84,10535.747353203436
Buy,2021-06-24,4266.49,10540.415382265153
Buy,2021-06-25,4280.7,10543.11584208435
Buy,2021-06-28,4290.61,10545.009883893497
Buy,2021-06-29,4291.8,10545.238810704619
Buy,2021-06-30,4297.5,10546.34449071413
Buy,2021-07-01,4319.94,10550.728982704577
Buy,2021-07-02,4352.34,10557.082152981526
Buy,2021-07-06,4343.54,10555.354194173504
Buy,2021-07-07,4358.13,10558.191762295233
Buy,2021-07-08,4320.82,10550.897729500359
Buy,2021-07-09,4369.55,10560.390813382588
Buy,2021-07-12,4384.63,10563.322553954
Buy,2021-07-13,4369.21,10560.309648748584
Buy,2021-07-14,4374.3,10561.296165755379
Buy,2021-07-15,4360.03,10558.51068330449
Buy,2021-07-16,4327.16,10552.147676500608
Buy,2021-07-19,4258.49,10538.913544137402
Buy,2021-07-20,4323.06,10551.397753027044
Buy,2021-07-21,4358.69,10558.24897285657
Buy,2021-07-22,4367.48,10559.940425876755
Buy,2021-07-23,4411.79,10568.521241085666
Buy,2021-07-26,4422.3,10570.554157792338
Buy,2021-07-27,4401.46,10566.499568602616
Buy,2021-07-28,4400.64,10566.341108819097
Buy,2021-07-29,4419.15,10569.878785605628
Buy,2021-07-30,4395.26,10565.293401183137
Buy,2021-08-02,4387.16,10563.748344053374
Buy,2021-08-03,4423.15,10570.54778551718
Buy,2021-08-04,4402.66,10566.674013790265
Buy,2021-08-05,4429.1,10571.637732846986
Buy,2021-08-06,4436.52,10573.034502335362
Buy,2021-08-09,4432.35,10572.2443353938
Buy,2021-08-10,4436.75,10573.06952120158
Buy,2021-08-11,4442.41,10574.13870425192
Buy,2021-08-12,4460.83,10577.642267197567
Buy,2021-08-13,4468.0,10579.011705069212
Buy,2021-08-16,4479.71,10581.262610223806
Buy,2021-08-17,4448.08,10575.149860581017
Buy,2021-08-18,4400.27,10565.949920323043
Buy,2021-08-19,4405.8,10567.013015710463
Buy,2021-08-20,4441.67,10573.95524724604
Buy,2021-08-23,4479.53,10581.285137447736
Buy,2021-08-24,4486.23,10582.582184191795
Buy,2021-08-25,4496.19,10584.522435180474
Buy,2021-08-26,4470.0,10579.392294672323
Buy,2021-08-27,4509.37,10587.064228357058
Buy,2021-08-30,4528.79,10590.846700755086
Buy,2021-08-31,4522.68,10589.652429626381
Buy,2021-09-01,4524.09,10589.925500526024
Buy,2021-09-02,4536.95,10592.43404261104
Buy,2021-09-03,4535.43,10592.136116377047
Buy,2021-09-07,4520.03,10589.14788696515
Buy,2021-09-08,4514.07,10587.99985186507
Buy,2021-09-09,4493.28,10584.032359314324
Buy,2021-09-10,4458.58,10577.452373084594
Buy,2021-09-13,4468.73,10579.370223024041
Buy,2021-09-14,4443.05,10574.490474432403
Buy,2021-09-15,4480.7,10581.606345612432
Buy,2021-09-16,4473.75,10580.29281581647
Buy,2021-09-17,4432.99,10572.660267954816
Buy,2021-09-20,4357.73,10558.600284231257
Buy,2021-09-21,4354.19,10557.935670881163
Buy,2021-09-22,4395.64,10565.638759644175
Buy,2021-09-23,4448.98,10575.544305356238
Buy,2021-09-24,4455.48,10576.747546509401
Buy,2021-09-27,4443.11,10574.442749609527
Buy,2021-09-28,4352.63,10557.721929409581
Buy,2021-09-29,4359.46,10558.994453318324
Buy,2021-09-30,4307.54,10549.258011275528
Buy,2021-10-01,4357.04,10558.542704726682
Buy,2021-10-04,4300.46,10547.957581351593
Buy,2021-10-05,4345.72,10556.435405634942
Buy,2021-10-06,4363.55,10559.769484545632
Buy,2021-10-07,4399.76,10566.568210348449
Buy,2021-10-08,4391.34,10564.987032252218
Buy,2021-10-11,4361.19,10559.37529203306
Buy,2021-10-12,4350.65,10557.422075305292
Buy,2021-10-13,4363.8,10559.838133107947
Buy,2021-10-14,4438.26,10573.589669393945
Buy,2021-10-15,4471.37,10579.657389521853
Buy,2021-10-18,4486.46,10582.42535973441
Buy,2021-10-19,4519.63,10588.537832199867
Buy,2021-10-20,4536.19,10591.592031044587
Buy,2021-10-21,4549.78,10594.108970623027
Buy,2021-10-22,4544.9,10593.200893165966
Buy,2021-10-25,4566.48,10597.179299027783
Buy,2021-10-26,4574.79,10598.716079944592
Buy,2021-10-27,4551.68,10594.417761893379
Buy,2021-10-28,4596.42,10602.69299428951
Buy,2021-10-29,4605.38,10604.34761841529
Buy,2021-11-01,4613.67,10605.887017877767
Buy,2021-11-02,4630.65,10609.057811210752
Buy,2021-11-03,4660.57,10614.666305379356
Buy,2021-11-04,4680.06,10618.324090078606
Buy,2021-11-05,4697.53,10621.61332786523
Buy,2021-11-08,4701.7,10622.401250879686
Buy,2021-11-09,4685.25,10619.274018355614
Buy,2021-11-10,4646.71,10611.994669678606
Buy,2021-11-11,4649.27,10612.477142796213
Buy,2021-11-12,4682.85,10618.846956700667
Buy,2021-11-15,4682.8,10618.837469148071
Buy,2021-11-16,4700.9,10622.2389076472
Buy,2021-11-17,4688.67,10619.93280370926
Buy,2021-11-18,4704.54,10622.903536966325
Buy,2021-11-19,4697.96,10621.6670972985
Buy,2021-11-22,4682.94,10618.868288859618
Buy,2021-11-23,4690.7,10620.304475224719
Buy,2021-11-24,4701.46,10622.306825129326
Buy,2021-11-26,4594.62,10602.328550748765
Buy,2021-11-29,4655.27,10613.800114793323
Buy,2021-11-30,4567.0,10597.18931451474
Buy,2021-12-01,4513.04,10586.954338888543
Buy,2021-12-02,4577.1,10599.119515496493
Buy,2021-12-03,4538.43,10591.819445969173
Buy,2021-12-06,4591.67,10601.850635872901
Buy,2021-12-07,4686.75,10619.698862630132
Buy,2021-12-08,4701.21,10622.381238558064
Buy,2021-12-09,4667.45,10616.093234892465
Buy,2021-12-10,4712.02,10624.370080430781
Buy,2021-12-13,4668.97,10616.39022266423
Buy,2021-12-14,4634.09,10609.932210970435
Buy,2021-12-15,4709.85,10623.920558898562
Buy,2021-12-16,4668.67,10616.377227586201
Buy,2021-12-17,4620.64,10607.592907064018
Buy,2021-12-20,4568.02,10597.970983146874
Buy,2021-12-21,4649.23,10612.83220965896
Buy,2021-12-22,4696.56,10621.414869868951
Buy,2021-12-23,4725.79,10626.703233380053
Buy,2021-12-27,4791.19,10638.550477007904
Buy,2021-12-28,4786.35,10637.678718045536
Buy,2021-12-29,4793.06,10638.876907064434
Buy,2021-12-30,4778.73,10636.303623785094
Buy,2021-12-31,4766.18,10634.065261489759
Buy,2022-01-03,4796.56,10639.444813438753
Buy,2022-01-04,4793.54,10638.909441600092
Buy,2022-01-05,4700.58,10622.578210808353
Buy,2022-01-06,4696.05,10621.77569816968
Buy,2022-01-07,4677.03,10618.435952881795
Buy,2022-01-10,4670.29,10617.259643659034
Buy,2022-01-11,4713.07,10624.662211425255
Buy,2022-01-12,4726.35,10626.957517703255
Buy,2022-01-13,4659.03,10615.268289814458
Buy,2022-01-14,4662.85,10615.933859084396
Buy,2022-01-18,4577.11,10600.898511224244
Buy,2022-01-19,4532.76,10593.064116423582
Buy,2022-01-20,4482.73,10584.234208951715
Buy,2022-01-21,4397.94,10569.26485698147
Buy,2022-01-24,4410.13,10571.433476274415
Buy,2022-01-25,4356.45,10561.837073593199
Buy,2022-01-26,4349.93,10560.669963349234
Buy,2022-01-27,4326.51,10556.514063751805
Buy,2022-01-28,4431.85,10575.110220538218
Buy,2022-01-31,4515.55,10589.670578529965
Buy,2022-02-01,4546.54,10595.008921908588
Buy,2022-02-02,4589.38,10602.396746891623
Buy,2022-02-03,4477.44,10583.117781125804
Buy,2022-02-04,4500.53,10587.146232952731
Buy,2022-02-07,4483.87,10584.232004200649
Buy,2022-02-08,4521.54,10590.778648866883
Buy,2022-02-09,4587.18,10602.181969266974
Buy,2022-02-10,4504.08,10587.832210519797
Buy,2022-02-11,4418.64,10572.973739378338
Buy,2022-02-14,4401.67,10569.999413401754
Buy,2022-02-15,4471.07,10582.085042548471
Buy,2022-02-16,4475.01,10582.766359370858
Buy,2022-02-17,4380.26,10566.273870766057
Buy,2022-02-18,4348.87,10560.755585714986
Buy,2022-02-22,4304.76,10553.026940201136
Buy,2022-02-23,4225.5,10539.148069315346
Buy,2022-02-24,4288.7,10550.293768660866
Buy,2022-02-25,4384.65,10567.111179128851
Buy,2022-02-28,4373.94,10565.258222863915
Buy,2022-03-01,4306.26,10553.639752248637
Buy,2022-03-02,4386.54,10567.481289975807
Buy,2022-03-03,4363.49,10563.544788217521
Buy,2022-03-04,4328.87,10557.663291050127
Buy,2022-03-07,4201.09,10536.016060075419
Buy,2022-03-08,4170.7,10530.77622230605
Buy,2022-03-09,4277.88,10549.189418094362
Buy,2022-03-10,4259.52,10546.084490402887
Buy,2022-03-11,4204.31,10536.807026168768
Buy,2022-03-14,4173.11,10531.555245252994
Buy,2022-03-15,4262.45,10546.539547601933
Buy,2022-03-16,4357.86,10562.35578961654
Buy,2022-03-17,4411.67,10571.16371198174
Buy,2022-03-18,4463.12,10579.55553831007
Buy,2022-03-21,4461.18,10579.240055972314
Buy,2022-03-22,4511.61,10587.36034269412
Buy,2022-03-23,4456.24,10578.46827425926
Buy,2022-03-24,4520.16,10588.74601461127
Buy,2022-03-25,4543.06,10592.408101491232
Buy,2022-03-28,4575.52,10597.614751313971
Buy,2022-03-29,4631.6,10606.619394613848
Buy,2022-03-30,4602.45,10601.956354024627
Buy,2022-03-31,4530.41,10590.48018256198
Buy,2022-04-01,4545.86,10592.95271132088
Buy,2022-04-04,4582.64,10598.865294288418
Buy,2022-04-05,4525.12,10589.617811926439
Buy,2022-04-06,4481.15,10582.536529073626
Buy,2022-04-07,4500.21,10585.603003876764
Buy,2022-04-08,4488.28,10583.676491167824
Buy,2022-04-11,4412.53,10571.537011656435
Buy,2022-04-12,4397.45,10569.106538439555
Buy,2022-04-13,4446.59,10576.970749486542
Buy,2022-04-14,4392.59,10568.350587048135
Buy,2022-04-18,4391.69,10568.206753098755
Buy,2022-04-19,4462.21,10579.363148547582
Buy,2022-04-20,4459.45,10578.929534644085
Buy,2022-04-21,4393.66,10568.693876083882
Buy,2022-04-22,4271.78,10549.66567416051
Buy,2022-04-25,4296.12,10553.526312979213
Buy,2022-04-26,4175.2,10534.29331254809
Buy,2022-04-27,4183.96,10535.7094308491
Buy,2022-04-28,4287.5,10552.550587039248
Buy,2022-04-29,4131.93,10527.61898387008
Buy,2022-05-02,4155.38,10531.469064203846
Buy,2022-05-03,4175.48,10534.778155963058
Buy,2022-05-04,4300.17,10555.376580990067
Buy,2022-05-05,4146.87,10530.543691877052
Buy,2022-05-06,4123.34,10526.640652807084
Buy,2022-05-09,3991.24,10504.83784653543
Buy,2022-05-10,4001.05,10506.489815295126
Buy,2022-05-11,3935.18,10495.333748086652
Buy,2022-05-12,3930.08,10494.465537206219
Buy,2022-05-13,4023.89,10510.288158823478
Buy,2022-05-16,4008.01,10507.646863704462
Buy,2022-05-17,4088.85,10521.002022891802
Buy,2022-05-18,3923.68,10494.00213702643
Buy,2022-05-19,3900.79,10490.153405812112
Buy,2022-05-20,3901.36,10490.24876013777
Buy,2022-05-23,3973.75,10502.457000955525
Buy,2022-05-24,3941.48,10497.064065460152
Buy,2022-05-25,3978.73,10503.271647457716
Buy,2022-05-26,4057.84,10516.446067589113
Buy,2022-05-27,4158.24,10532.99322785489
Buy,2022-05-31,4132.15,10528.756878827004
Buy,2022-06-01,4101.23,10523.758331104435
Buy,2022-06-02,4176.82,10535.937464710185
Buy,2022-06-03,4108.54,10525.03526112325
Buy,2022-06-06,4121.43,10527.103856031239
Buy,2022-06-07,4160.68,10533.43506061217
Buy,2022-06-08,4115.77,10526.19740842254
Buy,2022-06-09,4017.82,10510.413838142244
Buy,2022-06-10,3900.86,10491.335411017908
Sell,2022-06-13,3749.63,10516.433638108098
Sell,2022-06-14,3735.48,10518.902578159608
Sell,2022-06-15,3789.99,10509.275889525417
Sell,2022-06-16,3666.77,10530.483436658362
Sell,2022-06-17,3674.84,10529.033274654412
Sell,2022-06-21,3764.79,10513.07343565993
Sell,2022-06-22,3759.89,10513.911977158226
Sell,2022-06-23,3795.73,10507.719854855914
Buy,2022-06-24,3911.74,10527.355913885962
Sell,2022-06-27,3900.11,10529.285297977984
Sell,2022-06-28,3821.55,10542.465450040589
Sell,2022-06-29,3818.83,10542.93549534425
Sell,2022-06-30,3785.38,10548.766339767963
Sell,2022-07-01,3825.33,10541.681756193271
Sell,2022-07-05,3831.39,10540.629719969857
Buy,2022-07-06,3845.08,10542.978312895884
Buy,2022-07-07,3902.62,10552.894850662027
Buy,2022-07-08,3899.38,10552.339846656914
Buy,2022-07-11,3854.43,10544.711461398638
Sell,2022-07-12,3818.8,10550.762352369084
Sell,2022-07-13,3801.78,10553.704644878637
Sell,2022-07-14,3790.38,10555.700356869833
Buy,2022-07-15,3863.16,10568.581756079817
Sell,2022-07-18,3830.85,10574.242790855538
Buy,2022-07-19,3936.69,10593.096382767919
Buy,2022-07-20,3959.9,10597.15735468677
Buy,2022-07-21,3998.95,10604.00325561343
Buy,2022-07-22,3961.63,10597.472250763676
Buy,2022-07-25,3966.84,10598.383209972273
Buy,2022-07-26,3921.05,10590.327393193169
Buy,2022-07-27,4023.61,10608.392828928481
Buy,2022-07-28,4072.43,10616.849650439453
Buy,2022-07-29,4130.29,10626.83303366531
Buy,2022-08-01,4118.63,10624.833030870148
Buy,2022-08-02,4091.19,10620.15841835916
Buy,2022-08-03,4155.17,10631.021950554012
Buy,2022-08-04,4151.94,10630.477425388262
Buy,2022-08-05,4145.19,10629.349477450134
Buy,2022-08-08,4140.06,10628.499148634643
Buy,2022-08-09,4122.47,10625.608262792308
Buy,2022-08-10,4210.24,10639.950039374071
Buy,2022-08-11,4207.27,10639.470602613756
Buy,2022-08-12,4280.15,10651.128814942116
Buy,2022-08-15,4297.14,10653.823553446022
Buy,2022-08-16,4305.2,10655.106765786693
Buy,2022-08-17,4274.04,10650.117701541432
Buy,2022-08-18,4283.74,10651.666420618323
Buy,2022-08-19,4228.48,10642.796675297564
Buy,2022-08-22,4137.99,10628.235150815815
Buy,2022-08-23,4128.73,10626.729184616543
Buy,2022-08-24,4140.77,10628.672342666121
Buy,2022-08-25,4199.12,10638.135239024085
Buy,2022-08-26,4057.66,10615.3223005252
Buy,2022-08-29,4030.61,10610.860964178504
Buy,2022-08-30,3986.16,10603.555297969726
Buy,2022-08-31,3955.0,10598.430955315773
Buy,2022-09-01,3966.85,10600.374793836443
Buy,2022-09-02,3924.26,10593.354004100827
Buy,2022-09-06,3908.19,10590.70429435082
Buy,2022-09-07,3979.87,10602.451219730618
Buy,2022-09-08,4006.18,10606.723177575
Buy,2022-09-09,4067.36,10616.672353906897
Buy,2022-09-12,4110.41,10623.62741721984
Buy,2022-09-13,3932.69,10594.981084148305
Buy,2022-09-14,3946.01,10597.197406163172
Buy,2022-09-15,3901.35,10589.733543444028
Buy,2022-09-16,3873.33,10585.04622509223
Buy,2022-09-19,3899.89,10589.47582304191
Buy,2022-09-20,3855.93,10582.135147592473
Sell,2022-09-21,3789.93,10593.165442019334
Sell,2022-09-22,3757.99,10598.64389239402
Sell,2022-09-23,3693.23,10609.937343489088
Sell,2022-09-26,3655.04,10616.772467472729
Sell,2022-09-27,3647.29,10618.185415659096
Sell,2022-09-28,3719.04,10604.977652987414
Sell,2022-09-29,3640.47,10619.010208542444
Sell,2022-09-30,3585.62,10629.10525883031
Sell,2022-10-03,3678.43,10611.618614573055
Sell,2022-10-04,3790.93,10591.184453299571
Sell,2022-10-05,3783.28,10592.51742545305
Sell,2022-10-06,3744.52,10599.33580947422
Sell,2022-10-07,3639.66,10618.121850377967
Sell,2022-10-10,3612.39,10623.193639515897
Sell,2022-10-11,3588.84,10627.640542017929
Sell,2022-10-12,3577.03,10629.902201702582
Sell,2022-10-13,3669.91,10611.926591818936
Sell,2022-10-14,3583.07,10628.1312865156
Sell,2022-10-17,3677.95,10609.841037910346
Sell,2022-10-18,3719.98,10602.033138845916
Sell,2022-10-19,3695.16,10606.546730567907
Sell,2022-10-20,3665.78,10611.966187023336
Sell,2022-10-21,3752.75,10595.672284623193
Sell,2022-10-24,3797.34,10587.598579849297
Buy,2022-10-25,3859.11,10598.542028042888
Buy,2022-10-26,3830.6,10593.531218292015
Buy,2022-10-27,3807.3,10589.445347484372
Buy,2022-10-28,3901.06,10605.828700932558
Buy,2022-10-31,3871.98,10600.825946543404
Buy,2022-11-01,3856.1,10598.10020195846
Sell,2022-11-02,3759.69,10614.558159600643
Sell,2022-11-03,3719.89,10621.588265325548
Sell,2022-11-04,3770.55,10612.472796126234
Sell,2022-11-07,3806.8,10606.102619205289
Sell,2022-11-08,3828.11,10602.430145203552
Buy,2022-11-09,3748.57,10588.931060153824
Buy,2022-11-10,3956.37,10624.561221218946
Buy,2022-11-11,3992.93,10630.564996325973
Buy,2022-11-14,3957.25,10624.713299873403
Buy,2022-11-15,3991.73,10630.362713058223
Buy,2022-11-16,3958.79,10624.969942381362
Buy,2022-11-17,3946.56,10622.97093634932
Buy,2022-11-18,3965.34,10626.020488244256
Buy,2022-11-21,3949.94,10623.512386138751
Buy,2022-11-22,4003.58,10632.197836348936
Buy,2022-11-23,4027.26,10636.012042782879
Buy,2022-11-25,4026.12,10635.828086864123
Buy,2022-11-28,3963.94,10625.885514523952
Buy,2022-11-29,3957.63,10624.871312827416
Buy,2022-11-30,4080.11,10644.400011416488
Buy,2022-12-01,4076.57,10643.847390048446
Buy,2022-12-02,4071.7,10643.093737087787
Buy,2022-12-05,3998.84,10631.913466076812
Buy,2022-12-06,3941.26,10623.012838712075
Buy,2022-12-07,3933.92,10621.873774147054
Buy,2022-12-08,3963.51,10626.42884745487
Buy,2022-12-09,3934.38,10621.941279392793
Buy,2022-12-12,3990.56,10630.571234304329
Buy,2022-12-13,4019.65,10635.015038856294
Buy,2022-12-14,3995.32,10631.295091948748
Buy,2022-12-15,3895.75,10616.1323191297
Buy,2022-12-16,3852.36,10609.431649851125
Sell,2022-12-19,3817.66,10614.793963525706
Sell,2022-12-20,3821.62,10614.171244024039
Buy,2022-12-21,3878.44,10623.008711842604
Sell,2022-12-22,3822.39,10631.673948886859
Buy,2022-12-23,3844.82,10635.222924873022
Sell,2022-12-27,3829.25,10637.691953408346
Sell,2022-12-28,3783.22,10645.078967788819
Buy,2022-12-29,3849.28,10655.898678877491
Buy,2022-12-30,3839.5,10654.31085084535
